id,pdbid,ndbid,polyclass,method
2DD2,2DD2,2DD2,RNA,NMR
2DD3,2DD3,2DD3,RNA,NMR
2DDG,2DDG,PD0773,Protein/DNA,X-ray
2DEM,2DEM,PD0786,Protein/DNA,X-ray
2DER,2DER,PR0192,Protein/RNA,X-ray
2DES,2DES,DDF041,DNA,X-ray
2DET,2DET,PR0193,Protein/RNA,X-ray
2DEU,2DEU,PR0194,Protein/RNA,X-ray
2DGC,2DGC,PDT029,Protein/DNA,X-ray
2DLC,2DLC,PR0198,Protein/RNA,X-ray
2DLJ,2DLJ,AD0063,DNA,X-ray
2DND,2DND,GDL003,DNA,X-ray
2DNJ,2DNJ,PDE006,Protein/DNA,X-ray
2DP6,2DP6,PD0803,Protein/DNA,X-ray
2DP7,2DP7,BD0095,DNA,X-ray
2DPB,2DPB,BD0096,DNA,X-ray
2DPC,2DPC,BD0097,DNA,X-ray
2DPD,2DPD,PD0804,Protein/DNA,X-ray
2DPI,2DPI,PD0807,Protein/DNA,X-ray
2DPJ,2DPJ,PD0805,Protein/DNA,X-ray
2DPU,2DPU,PD0809,Protein/DNA,X-ray
2DQO,2DQO,AH0022,DNA/RNA,X-ray
2DQP,2DQP,AH0023,DNA/RNA,X-ray
2DQQ,2DQQ,AH0024,DNA/RNA,X-ray
2DR2,2DR2,PR0212,Protein/RNA,X-ray
2DR5,2DR5,PR0213,Protein/RNA,X-ray
2DR7,2DR7,PR0214,Protein/RNA,X-ray
2DR8,2DR8,PR0215,Protein/RNA,X-ray
2DR9,2DR9,PR0216,Protein/RNA,X-ray
2DRA,2DRA,PR0217,Protein/RNA,X-ray
2DRB,2DRB,PR0218,Protein/RNA,X-ray
2DRP,2DRP,PDT011,Protein/DNA,X-ray
2DTU,2DTU,PD0837,Protein/DNA,X-ray
2DU3,2DU3,PR0219,Protein/RNA,X-ray
2DU4,2DU4,PR0220,Protein/RNA,X-ray
2DU5,2DU5,PR0221,Protein/RNA,X-ray
2DU6,2DU6,PR0222,Protein/RNA,X-ray
2DVI,2DVI,PR0226,Protein/RNA,X-ray
2DWL,2DWL,PD0855,Protein/DNA,X-ray
2DWM,2DWM,PD0856,Protein/DNA,X-ray
2DWN,2DWN,PD0857,Protein/DNA,X-ray
2DXI,2DXI,PR0228,Protein/RNA,X-ray
2DY4,2DY4,PD0864,Protein/DNA,X-ray
2DYW,2DYW,DD0086,DNA,X-ray
2DZ7,2DZ7,BD0098,DNA,X-ray
2E1C,2E1C,PD0889,Protein/DNA,X-ray
2E2H,2E2H,PH0028,Protein/DNA/RNA,X-ray
2E2I,2E2I,PH0029,Protein/DNA/RNA,X-ray
2E2J,2E2J,PH0030,Protein/DNA/RNA,X-ray
2E42,2E42,PD0944,Protein/DNA,X-ray
2E43,2E43,PD0945,Protein/DNA,X-ray
2E4I,2E4I,2E4I,DNA,NMR
2E52,2E52,PD0956,Protein/DNA,X-ray
2E5L,2E5L,RR0157,Protein/RNA,X-ray
2E9R,2E9R,PR0262,Protein/RNA,X-ray
2E9T,2E9T,PR0263,Protein/RNA,X-ray
2E9Z,2E9Z,PR0264,Protein/RNA,X-ray
2EA0,2EA0,PD0968,Protein/DNA,X-ray
2EC0,2EC0,PR0266,Protein/RNA,X-ray
2EES,2EES,UR0111,RNA,X-ray
2EET,2EET,UR0112,RNA,X-ray
2EEU,2EEU,UR0113,RNA,X-ray
2EEV,2EEV,UR0114,RNA,X-ray
2EEW,2EEW,UR0115,RNA,X-ray
2EFW,2EFW,PD0975,Protein/DNA,X-ray
2ELG,2ELG,ZD0024,DNA,X-ray
2ER8,2ER8,PD0740,Protein/DNA,X-ray
2ERE,2ERE,PD0741,Protein/DNA,X-ray
2ERG,2ERG,PD0742,Protein/DNA,X-ray
2ERR,2ERR,2ERR,Protein/RNA,NMR
2ES2,2ES2,PD0726,Protein/DNA,X-ray
2ES5,2ES5,2ES5,RNA,NMR
2ESE,2ESE,2ESE,Protein/RNA,NMR
2ESI,2ESI,DR0021,RNA,X-ray
2ESJ,2ESJ,DR0022,RNA,X-ray
2ET0,2ET0,DD0077,DNA,X-ray
2ET3,2ET3,DR0015,RNA,X-ray
2ET4,2ET4,DR0016,RNA,X-ray
2ET5,2ET5,DR0017,RNA,X-ray
2ET8,2ET8,DR0018,RNA,X-ray
2ETW,2ETW,PD0727,Protein/DNA,X-ray
2EUV,2EUV,PD0728,Protein/DNA,X-ray
2EUW,2EUW,PD0729,Protein/DNA,X-ray
2EUX,2EUX,PD0730,Protein/DNA,X-ray
2EUY,2EUY,2EUY,RNA,NMR
2EUZ,2EUZ,PD0731,Protein/DNA,X-ray
2EVF,2EVF,PD0732,Protein/DNA,X-ray
2EVG,2EVG,PD0733,Protein/DNA,X-ray
2EVH,2EVH,PD0734,Protein/DNA,X-ray
2EVI,2EVI,PD0735,Protein/DNA,X-ray
2EVJ,2EVJ,PD0736,Protein/DNA,X-ray
2EVY,2EVY,2EVY,RNA,NMR
2EWJ,2EWJ,PD0737,Protein/DNA,X-ray
2EX5,2EX5,PD0738,Protein/DNA,X-ray
2EXF,2EXF,2EXF,Protein/DNA,NMR
2EZ6,2EZ6,PR0185,Protein/RNA,X-ray
2EZD,2EZD,2EZD,Protein/DNA,NMR
2EZE,2EZE,2EZE,Protein/DNA,NMR
2EZF,2EZF,2EZF,Protein/DNA,NMR
2EZG,2EZG,2EZG,Protein/DNA,NMR
2EZV,2EZV,PD0743,Protein/DNA,X-ray
2F03,2F03,PD0744,Protein/DNA,X-ray
2F1Q,2F1Q,2F1Q,DNA,NMR
2F4S,2F4S,DR0027,RNA,X-ray
2F4T,2F4T,DR0028,RNA,X-ray
2F4U,2F4U,DR0029,RNA,X-ray
2F4V,2F4V,RR0134,Protein/RNA,X-ray
2F4X,2F4X,2F4X,RNA,NMR
2F55,2F55,PD0745,Protein/DNA,X-ray
2F5N,2F5N,PD0749,Protein/DNA,X-ray
2F5O,2F5O,PD0750,Protein/DNA,X-ray
2F5P,2F5P,PD0751,Protein/DNA,X-ray
2F5Q,2F5Q,PD0752,Protein/DNA,X-ray
2F5S,2F5S,PD0753,Protein/DNA,X-ray
2F87,2F87,2F87,RNA,NMR
2F88,2F88,2F88,RNA,NMR
2F8K,2F8K,PR0186,Protein/RNA,X-ray
2F8N,2F8N,PD0764,Protein/DNA,X-ray
2F8S,2F8S,PR0188,Protein/RNA,X-ray
2F8T,2F8T,PR0189,Protein/RNA,X-ray
2F8U,2F8U,2F8U,DNA,NMR
2F8W,2F8W,ZD0016,DNA,X-ray
2F8X,2F8X,PD0754,Protein/DNA,X-ray
2FCC,2FCC,PD0747,Protein/DNA,X-ray
2FCX,2FCX,DR0023,RNA,X-ray
2FCY,2FCY,DR0024,RNA,X-ray
2FCZ,2FCZ,DR0025,RNA,X-ray
2FD0,2FD0,DR0026,RNA,X-ray
2FD8,2FD8,PD0767,Protein/DNA,X-ray
2FDC,2FDC,PD0766,Protein/DNA,X-ray
2FDF,2FDF,PD0768,Protein/DNA,X-ray
2FDG,2FDG,PD0769,Protein/DNA,X-ray
2FDH,2FDH,PD0770,Protein/DNA,X-ray
2FDI,2FDI,PD0771,Protein/DNA,X-ray
2FDK,2FDK,PD0772,Protein/DNA,X-ray
2FDT,2FDT,2FDT,RNA,NMR
2FEY,2FEY,2FEY,RNA,NMR
2FF0,2FF0,2FF0,Protein/DNA,NMR
2FGP,2FGP,UR0076,RNA,X-ray
2FIH,2FIH,BD0091,DNA,X-ray
2FII,2FII,BD0092,DNA,X-ray
2FIJ,2FIJ,AD0060,DNA,X-ray
2FIL,2FIL,AD0061,DNA,X-ray
2FIO,2FIO,PD0780,Protein/DNA,X-ray
2FJ7,2FJ7,PD0755,Protein/DNA,X-ray
2FJV,2FJV,PD0756,Protein/DNA,X-ray
2FJW,2FJW,PD0757,Protein/DNA,X-ray
2FJX,2FJX,PD0758,Protein/DNA,X-ray
2FK6,2FK6,PR0190,Protein/RNA,X-ray
2FKC,2FKC,PD0760,Protein/DNA,X-ray
2FKH,2FKH,PD0761,Protein/DNA,X-ray
2FL3,2FL3,PD0762,Protein/DNA,X-ray
2FLC,2FLC,PD0763,Protein/DNA,X-ray
2FLD,2FLD,PD0765,Protein/DNA,X-ray
2FLL,2FLL,PD0777,Protein/DNA,X-ray
2FLN,2FLN,PD0778,Protein/DNA,X-ray
2FLP,2FLP,PD0779,Protein/DNA,X-ray
2FMP,2FMP,PD0774,Protein/DNA,X-ray
2FMQ,2FMQ,PD0775,Protein/DNA,X-ray
2FMS,2FMS,PD0776,Protein/DNA,X-ray
2FMT,2FMT,PR0059,Protein/RNA,X-ray
2FO1,2FO1,PD0759,Protein/DNA,X-ray
2FQN,2FQN,AR0066,RNA,X-ray
2FQZ,2FQZ,PD0811,Protein/DNA,X-ray
2FR4,2FR4,PD0785,Protein/DNA,X-ray
2FTC,2FTC,,Protein/RNA,EM
2FVP,2FVP,PD0781,Protein/DNA,X-ray
2FVQ,2FVQ,PD0782,Protein/DNA,X-ray
2FVR,2FVR,PD0783,Protein/DNA,X-ray
2FVS,2FVS,PD0784,Protein/DNA,X-ray
2FY1,2FY1,2FY1,Protein/RNA,NMR
2FZ2,2FZ2,PR0191,Protein/RNA,X-ray
2FZA,2FZA,UD0064,DNA,X-ray
2G1G,2G1G,2G1G,RNA,NMR
2G1P,2G1P,PD0787,Protein/DNA,X-ray
2G1W,2G1W,2G1W,RNA,NMR
2G1Z,2G1Z,BD0093,DNA,X-ray
2G32,2G32,UR0077,RNA,X-ray
2G3S,2G3S,AR0067,RNA,X-ray
2G4B,2G4B,PR0195,Protein/RNA,X-ray
2G5K,2G5K,DR0030,RNA,X-ray
2G8F,2G8F,PH0019,Protein/DNA/RNA,X-ray
2G8H,2G8H,PH0020,Protein/DNA/RNA,X-ray
2G8I,2G8I,PH0021,Protein/DNA/RNA,X-ray
2G8K,2G8K,PH0022,Protein/DNA/RNA,X-ray
2G8U,2G8U,PH0023,Protein/DNA/RNA,X-ray
2G8V,2G8V,PH0024,Protein/DNA/RNA,X-ray
2G8W,2G8W,PH0025,Protein/DNA/RNA,X-ray
2G91,2G91,AR0069,RNA,X-ray
2G92,2G92,AR0068,RNA,X-ray
2G9C,2G9C,UR0095,RNA,X-ray
2GAT,2GAT,2GAT,Protein/DNA,NMR
2GB7,2GB7,PD0812,Protein/DNA,X-ray
2GB9,2GB9,DD0078,DNA,X-ray
2GBH,2GBH,2GBH,RNA,NMR
2GCS,2GCS,UR0078,RNA,X-ray
2GCV,2GCV,UR0079,RNA,X-ray
2GDI,2GDI,UR0081,RNA,X-ray
2GE2,2GE2,2GE2,DNA,NMR
2GE5,2GE5,PD0790,Protein/DNA,X-ray
2GEQ,2GEQ,PD0791,Protein/DNA,X-ray
2GIC,2GIC,PR0196,Protein/RNA,X-ray
2GIE,2GIE,PD0792,Protein/DNA,X-ray
2GIG,2GIG,PD0793,Protein/DNA,X-ray
2GIH,2GIH,PD0794,Protein/DNA,X-ray
2GII,2GII,PD0795,Protein/DNA,X-ray
2GIJ,2GIJ,PD0796,Protein/DNA,X-ray
2GIO,2GIO,2GIO,RNA,NMR
2GIP,2GIP,2GIP,RNA,NMR
2GIS,2GIS,UR0082,RNA,X-ray
2GJB,2GJB,DD0079,DNA,X-ray
2GJE,2GJE,PR0207,Protein/RNA,X-ray
2GJW,2GJW,PR0197,Protein/RNA,X-ray
2GKD,2GKD,2GKD,Protein/DNA,NMR
2GKU,2GKU,2GKU,DNA,NMR
2GLI,2GLI,PDT008,Protein/DNA,X-ray
2GLO,2GLO,2GLO,Protein/DNA,NMR
2GM0,2GM0,2GM0,RNA,NMR
2GM4,2GM4,PD0797,Protein/DNA,X-ray
2GO5,2GO5,,Protein/RNA,EM
2GOT,2GOT,BD0094,DNA,X-ray
2GPM,2GPM,UR0085,RNA,X-ray
2GPX,2GPX,AD0062,DNA,X-ray
2GQ4,2GQ4,UR0086,RNA,X-ray
2GQ5,2GQ5,UR0087,RNA,X-ray
2GQ6,2GQ6,UR0088,RNA,X-ray
2GQ7,2GQ7,UR0089,RNA,X-ray
2GRB,2GRB,UR0090,RNA,X-ray
2GRW,2GRW,2GRW,RNA,NMR
2GTT,2GTT,PR0208,Protein/RNA,X-ray
2GUN,2GUN,AH0021,DNA/RNA,X-ray
2GV3,2GV3,2GV3,RNA,NMR
2GV4,2GV4,2GV4,RNA,NMR
2GVO,2GVO,2GVO,RNA,NMR
2GVR,2GVR,DD0081,DNA,X-ray
2GW0,2GW0,UD0065,DNA,X-ray
2GWA,2GWA,DD0083,DNA,X-ray
2GWE,2GWE,UD0066,DNA,X-ray
2GWQ,2GWQ,UD0067,DNA,X-ray
2GWS,2GWS,PD0806,Protein/DNA,X-ray
2GXA,2GXA,PD0808,Protein/DNA,X-ray
2GXB,2GXB,PR0210,Protein/RNA,X-ray
2GYX,2GYX,DD0082,DNA,X-ray
2GZK,2GZK,2GZK,Protein/DNA,NMR
2H05,2H05,AD0064,DNA,X-ray
2H0N,2H0N,UD0068,DNA,X-ray
2H0S,2H0S,UR0091,RNA/Hybrid,X-ray
2H0W,2H0W,UR0092,RNA,X-ray
2H0X,2H0X,UR0093,RNA,X-ray
2H0Z,2H0Z,UR0094,RNA/Hybrid,X-ray
2H1K,2H1K,PD0810,Protein/DNA,X-ray
2H1M,2H1M,AR0070,RNA,X-ray
2H1O,2H1O,PD0814,Protein/DNA,X-ray
2H27,2H27,PD0813,Protein/DNA,X-ray
2H3A,2H3A,2H3A,Protein/DNA,NMR
2H3C,2H3C,2H3C,Protein/DNA,NMR
2H49,2H49,2H49,RNA,NMR
2H7F,2H7F,PD0816,Protein/DNA,X-ray
2H7G,2H7G,PD0817,Protein/DNA,X-ray
2H7H,2H7H,PD0818,Protein/DNA,X-ray
2H8C,2H8C,PD0819,Protein/DNA,X-ray
2H8R,2H8R,PD0820,Protein/DNA,X-ray
2H9S,2H9S,UD0070,DNA,X-ray
2HAN,2HAN,PD0822,Protein/DNA,X-ray
2HAP,2HAP,PD0090,Protein/DNA,X-ray
2HAX,2HAX,PD0821,Protein/DNA,X-ray
2HBN,2HBN,UD0069,DNA,X-ray
2HC7,2HC7,AD0065,DNA,X-ray
2HDC,2HDC,2HDC,Protein/DNA,NMR
2HDD,2HDD,PDT043,Protein/DNA,X-ray
2HEM,2HEM,2HEM,RNA,NMR
2HEO,2HEO,PD0823,Protein/DNA,X-ray
2HGH,2HGH,2HGH,Protein/RNA,NMR
2HHH,2HHH,RR0142,Protein/RNA,X-ray
2HHQ,2HHQ,PD0824,Protein/DNA,X-ray
2HHS,2HHS,PD0825,Protein/DNA,X-ray
2HHT,2HHT,PD0826,Protein/DNA,X-ray
2HHU,2HHU,PD0827,Protein/DNA,X-ray
2HHV,2HHV,PD0828,Protein/DNA,X-ray
2HHW,2HHW,PD0829,Protein/DNA,X-ray
2HHX,2HHX,PD0830,Protein/DNA,X-ray
2HK4,2HK4,2HK4,DNA,NMR
2HKB,2HKB,2HKB,DNA,NMR
2HKC,2HKC,2HKC,DNA,NMR
2HLI,2HLI,2HLI,DNA,NMR
2HMD,2HMD,2HMD,DNA,NMR
2HMI,2HMI,PD0005,Protein/DNA,X-ray
2HMR,2HMR,2HMR,DNA,NMR
2HNS,2HNS,2HNS,RNA,NMR
2HO6,2HO6,UR0096,RNA,X-ray
2HO7,2HO7,UR0097,RNA,X-ray
2HOF,2HOF,PD0838,Protein/DNA,X-ray
2HOI,2HOI,PD0839,Protein/DNA,X-ray
2HOJ,2HOJ,UR0099,RNA,X-ray
2HOK,2HOK,UR0100,RNA,X-ray
2HOL,2HOL,UR0101,RNA,X-ray
2HOM,2HOM,UR0102,RNA,X-ray
2HOO,2HOO,UR0103,RNA,X-ray
2HOP,2HOP,UR0104,RNA,X-ray
2HOS,2HOS,PD0840,Protein/DNA,X-ray
2HOT,2HOT,PD0841,Protein/DNA,X-ray
2HOU,2HOU,2HOU,DNA,NMR
2HPX,2HPX,2HPX,DNA,NMR
2HR1,2HR1,PD0842,Protein/DNA,X-ray
2HRI,2HRI,UD0071,DNA,X-ray
2HSK,2HSK,2HSK,DNA,NMR
2HSL,2HSL,2HSL,DNA,NMR
2HSR,2HSR,2HSR,DNA,NMR
2HSS,2HSS,2HSS,DNA,NMR
2HT0,2HT0,PD0843,Protein/DNA,X-ray
2HT1,2HT1,PR0223,Protein/RNA,X-ray
2HTO,2HTO,ZD0017,DNA,X-ray
2HTT,2HTT,ZD0018,DNA,X-ray
2HUA,2HUA,2HUA,RNA,NMR
2HVH,2HVH,PD0844,Protein/DNA,X-ray
2HVI,2HVI,PD0845,Protein/DNA,X-ray
2HVR,2HVR,PH0026,Protein/DNA/Hybrid,X-ray
2HVS,2HVS,PH0027,Protein/DNA/Hybrid,X-ray
2HVY,2HVY,PR0224,Protein/RNA,X-ray
2HW3,2HW3,PD0846,Protein/DNA,X-ray
2HW8,2HW8,PR0225,Protein/RNA,X-ray
2HY9,2HY9,2HY9,DNA,NMR
2HYI,2HYI,PR0227,Protein/RNA,X-ray
2HZV,2HZV,PD0847,Protein/DNA,X-ray
2I05,2I05,PD0848,Protein/DNA,X-ray
2I06,2I06,PD0849,Protein/DNA,X-ray
2I0Q,2I0Q,PD0850,Protein/DNA,X-ray
2I13,2I13,PD0851,Protein/DNA,X-ray
2I2I,2I2I,DD0084,DNA,X-ray
2I2Y,2I2Y,2I2Y,Protein/RNA,NMR
2I3P,2I3P,PD0853,Protein/DNA,X-ray
2I3Q,2I3Q,PD0854,Protein/DNA,X-ray
2I5A,2I5A,DD0085,DNA,X-ray
2I5S,2I5S,PD0858,Protein/DNA,X-ray
2I5W,2I5W,PD0873,Protein/DNA,X-ray
2I7E,2I7E,2I7E,RNA,NMR
2I7Z,2I7Z,2I7Z,RNA,NMR
2I82,2I82,PR0229,Protein/RNA,X-ray
2I91,2I91,PR0232,Protein/RNA,X-ray
2I9G,2I9G,PD0865,Protein/DNA,X-ray
2I9K,2I9K,PD0862,Protein/DNA,X-ray
2I9T,2I9T,PD0866,Protein/DNA,X-ray
2IA6,2IA6,PD0869,Protein/DNA,X-ray
2IBK,2IBK,PD0870,Protein/DNA,X-ray
2IBS,2IBS,PD0867,Protein/DNA,X-ray
2IBT,2IBT,PD0868,Protein/DNA,X-ray
2ICZ,2ICZ,2ICZ,DNA,NMR
2IDN,2IDN,2IDN,DNA,NMR
2IE1,2IE1,ZD0022,DNA,X-ray
2IEF,2IEF,PD0872,Protein/DNA,X-ray
2IH2,2IH2,PD0875,Protein/DNA,X-ray
2IH4,2IH4,PD0876,Protein/DNA,X-ray
2IH5,2IH5,PD0877,Protein/DNA,X-ray
2IHM,2IHM,PD0880,Protein/DNA,X-ray
2IHN,2IHN,PD0874,Protein/DNA,X-ray
2IHX,2IHX,2IHX,Protein/RNA,NMR
2IIE,2IIE,PD0878,Protein/DNA,X-ray
2IIF,2IIF,PD0879,Protein/DNA,X-ray
2IL9,2IL9,UR0105,RNA,X-ray
2IMW,2IMW,PD0881,Protein/DNA,X-ray
2IRF,2IRF,PD0076,Protein/DNA,X-ray
2IRN,2IRN,2IRN,RNA,NMR
2IRO,2IRO,2IRO,RNA,NMR
2IS1,2IS1,PD0898,Protein/DNA,X-ray
2IS2,2IS2,PD0899,Protein/DNA,X-ray
2IS4,2IS4,PD0900,Protein/DNA,X-ray
2IS6,2IS6,PD0901,Protein/DNA,X-ray
2ISO,2ISO,PD0886,Protein/DNA,X-ray
2ISP,2ISP,PD0887,Protein/DNA,X-ray
2ISZ,2ISZ,PD0884,Protein/DNA,X-ray
2IT0,2IT0,PD0885,Protein/DNA,X-ray
2ITL,2ITL,PD0882,Protein/DNA,X-ray
2IVH,2IVH,PD0971,Protein/DNA,X-ray
2IVK,2IVK,NA0291,Protein/DNA,X-ray
2IX1,2IX1,PR0236,Protein/RNA,X-ray
2IXY,2IXY,2IXY,RNA,NMR
2IXZ,2IXZ,2IXZ,RNA,NMR
2IY3,2IY3,,Protein/RNA,EM
2IY5,2IY5,PR0233,Protein/RNA,X-ray
2IZ8,2IZ8,PR0257,Protein/RNA,X-ray
2IZ9,2IZ9,PR0258,Protein/RNA,X-ray
2IZM,2IZM,NA0292,Protein/RNA,X-ray
2IZN,2IZN,PR0259,Protein/RNA,X-ray
2J0Q,2J0Q,PR0231,Protein/RNA,X-ray
2J0S,2J0S,PR0234,Protein/RNA,X-ray
2J28,2J28,,Protein/RNA,EM
2J37,2J37,,Protein/RNA,EM
2J6S,2J6S,PD0910,Protein/DNA,X-ray
2J6T,2J6T,PD0911,Protein/DNA,X-ray
2J6U,2J6U,PD0912,Protein/DNA,X-ray
2JA5,2JA5,NA0293,Protein/DNA/RNA,X-ray
2JA6,2JA6,NA0294,Protein/DNA/RNA,X-ray
2JA7,2JA7,NA0295,Protein/DNA/RNA,X-ray
2JA8,2JA8,NA0296,Protein/DNA/RNA,X-ray
2JEA,2JEA,PR0270,Protein/RNA,X-ray
2JEF,2JEF,PD0986,Protein/DNA,X-ray
2JEG,2JEG,PD0987,Protein/DNA,X-ray
2JEI,2JEI,PD0997,Protein/DNA,X-ray
2JEJ,2JEJ,PD0988,Protein/DNA,X-ray
2JG3,2JG3,NA0297,Protein/DNA,X-ray
2JJA,2JJA,NA0298,RNA,X-ray
2JLG,2JLG,NA0299,Protein/DNA,X-ray
2JLT,2JLT,NA0288,RNA,X-ray
2JLU,2JLU,NA0283,Protein/RNA,X-ray
2JLV,2JLV,NA0284,Protein/RNA,X-ray
2JLW,2JLW,NA0285,Protein/RNA,X-ray
2JLX,2JLX,NA0282,Protein/RNA,X-ray
2JLY,2JLY,NA0286,Protein/RNA,X-ray
2JLZ,2JLZ,NA0287,Protein/RNA,X-ray
2JP9,2JP9,2JP9,Protein/DNA,NMR
2JPA,2JPA,2JPA,Protein/DNA,NMR
2JPP,2JPP,2JPP,Protein/RNA,NMR
2JPZ,2JPZ,2JPZ,DNA,NMR
2JQ7,2JQ7,2JQ7,Protein/RNA,NMR
2JR4,2JR4,2JR4,RNA,NMR
2JRG,2JRG,2JRG,RNA,NMR
2JRQ,2JRQ,2JRQ,RNA,NMR
2JSE,2JSE,2JSE,RNA,NMR
2JSG,2JSG,2JSG,RNA,NMR
2JSK,2JSK,2JSK,DNA,NMR
2JSL,2JSL,2JSL,DNA,NMR
2JSM,2JSM,2JSM,DNA,NMR
2JSQ,2JSQ,2JSQ,DNA,NMR
2JT7,2JT7,2JT7,DNA,NMR
2JTP,2JTP,2JTP,RNA,NMR
2JUK,2JUK,2JUK,RNA,NMR
2JWQ,2JWQ,2JWQ,DNA,NMR
2JWV,2JWV,2JWV,RNA,NMR
2JX1,2JX1,2JX1,Protein/DNA,NMR
2JXI,2JXI,2JXI,Protein/DNA,NMR
2JXQ,2JXQ,2JXQ,RNA,NMR
2JXS,2JXS,2JXS,RNA,NMR
2JXV,2JXV,2JXV,RNA,NMR
2JYF,2JYF,2JYF,RNA,NMR
2JYH,2JYH,2JYH,RNA,NMR
2JYJ,2JYJ,2JYJ,RNA,NMR
2JYK,2JYK,2JYK,DNA,NMR
2JYM,2JYM,2JYM,RNA,NMR
2JZW,2JZW,2JZW,Protein/DNA,NMR
2K0T,2K0T,2K0T,DNA,NMR
2K0U,2K0U,2K0U,DNA,NMR
2K0V,2K0V,2K0V,DNA,NMR
2K1N,2K1N,2K1N,Protein/DNA,NMR
2K1Y,2K1Y,2K1Y,DNA,NMR
2K3Z,2K3Z,2K3Z,RNA,NMR
2K41,2K41,2K41,RNA,NMR
2K4C,2K4C,2K4C,RNA,NMR
2K4G,2K4G,2K4G,PNA,NMR
2K4L,2K4L,2K4L,DNA,NMR
2K5Z,2K5Z,2K5Z,RNA,NMR
2K65,2K65,2K65,RNA,NMR
2K66,2K66,2K66,RNA,NMR
2K67,2K67,2K67,DNA,NMR
2K68,2K68,2K68,DNA,NMR
2K69,2K69,2K69,DNA,NMR
2K71,2K71,2K71,DNA,NMR
2K7E,2K7E,2K7E,RNA,NMR
2K7F,2K7F,2K7F,Protein/DNA,NMR
2K8T,2K8T,2K8T,DNA,NMR
2K8U,2K8U,2K8U,DNA,NMR
2K8Z,2K8Z,2K8Z,DNA,NMR
2K90,2K90,2K90,DNA,NMR
2K95,2K95,2K95,RNA,NMR
2K96,2K96,2K96,RNA,NMR
2K97,2K97,2K97,DNA,NMR
2KAE,2KAE,2KAE,Protein/DNA,NMR
2KAL,2KAL,2KAL,DNA,NMR
2KAR,2KAR,2KAR,DNA,NMR
2KAS,2KAS,2KAS,DNA,NMR
2KAZ,2KAZ,2KAZ,DNA,NMR
2KBD,2KBD,2KBD,DNA,NMR
2KBP,2KBP,2KBP,RNA,NMR
2KD4,2KD4,2KD4,RNA,NMR
2KD8,2KD8,2KD8,RNA,NMR
2KD9,2KD9,2KD9,DNA,NMR
2KDA,2KDA,2KDA,DNA,NMR
2KDQ,2KDQ,2KDQ,Protein/RNA,NMR
2KDZ,2KDZ,2KDZ,Protein/DNA,NMR
2KE6,2KE6,2KE6,RNA,NMR
2KE8,2KE8,2KE8,DNA,NMR
2KEI,2KEI,2KEI,Protein/DNA,NMR
2KEJ,2KEJ,2KEJ,Protein/DNA,NMR
2KEK,2KEK,2KEK,Protein/DNA,NMR
2KEZ,2KEZ,2KEZ,RNA,NMR
2KF0,2KF0,2KF0,RNA,NMR
2KF7,2KF7,2KF7,DNA,NMR
2KF8,2KF8,2KF8,DNA,NMR
2KFN,2KFN,PD0014,Protein/DNA,X-ray
2KFY,2KFY,2KFY,Protein/RNA,NMR
2KFZ,2KFZ,PD0015,Protein/DNA,X-ray
2KG0,2KG0,2KG0,Protein/RNA,NMR
2KG1,2KG1,2KG1,Protein/RNA,NMR
2KGP,2KGP,2KGP,RNA,NMR
2KH0,2KH0,2KH0,DNA,NMR
2KH1,2KH1,2KH1,DNA,NMR
2KH3,2KH3,2KH3,DNA,NMR
2KH4,2KH4,2KH4,DNA,NMR
2KH5,2KH5,2KH5,DNA,NMR
2KH6,2KH6,2KH6,DNA,NMR
2KH7,2KH7,2KH7,DNA,NMR
2KH8,2KH8,2KH8,DNA,NMR
2KH9,2KH9,2KH9,Protein/RNA,NMR
2KHY,2KHY,2KHY,RNA,NMR
2KK5,2KK5,2KK5,DNA,NMR
2KKA,2KKA,2KKA,DNA,NMR
2KKF,2KKF,2KKF,Protein/DNA,NMR
2KKK,2KKK,2KKK,DNA,NMR
2KM3,2KM3,2KM3,DNA,NMR
2KM8,2KM8,2KM8,Protein/RNA,NMR
2KMJ,2KMJ,2KMJ,Protein/RNA,NMR
2KMK,2KMK,2KMK,Protein/DNA,NMR
2KN7,2KN7,2KN7,Protein/DNA,NMR
2KNK,2KNK,2KNK,DNA,NMR
2KNL,2KNL,2KNL,DNA,NMR
2KO0,2KO0,2KO0,Protein/DNA,NMR
2KOC,2KOC,2KOC,RNA,NMR
2KOW,2KOW,2KOW,DNA,NMR
2KP3,2KP3,2KP3,RNA,NMR
2KP4,2KP4,2KP4,DNA/RNA,NMR
2KPC,2KPC,2KPC,RNA,NMR
2KPD,2KPD,2KPD,RNA,NMR
2KPR,2KPR,2KPR,DNA,NMR
2KPV,2KPV,2KPV,RNA,NMR
2KQG,2KQG,2KQG,DNA,NMR
2KQH,2KQH,2KQH,DNA,NMR
2KRL,2KRL,2KRL,RNA,NMR
2KRP,2KRP,2KRP,RNA,NMR
2KRQ,2KRQ,2KRQ,RNA,NMR
2KRV,2KRV,2KRV,RNA,NMR
2KRW,2KRW,2KRW,RNA,NMR
2KRY,2KRY,2KRY,RNA,NMR
2KRZ,2KRZ,2KRZ,RNA,NMR
2KTP,2KTP,2KTP,DNA,NMR
2KTQ,2KTQ,PD0030,Protein/DNA,X-ray
2KTT,2KTT,2KTT,DNA,NMR
2KTZ,2KTZ,2KTZ,RNA,NMR
